-4.966028803429637e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.955279823335637e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.944530843241633e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.933781863147626e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.923032883053626e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.912283902959622e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.901534922865615e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.890785942771615e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.880036962677611e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.869287982583611e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.858539002489604e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.847790022395600e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.837041042301600e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.826292062207592e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.815543082113589e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.804794102019589e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.794045121925581e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.783296141831578e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.772547161737577e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.761798181643570e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.751049201549566e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.740300221455566e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.729551241361563e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.718802261267555e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-4.708053281173555e+00 0.000000000000000e+00 2.020877887387877e-05 9.941372350078671e-02
-4.697304301079551e+00 0.000000000000000e+00 2.095382901497979e-05 9.940700637800712e-02
-4.686555320985544e+00 0.000000000000000e+00 2.172626312799204e-05 9.940035656962910e-02
-4.675806340891544e+00 0.000000000000000e+00 2.252708545875515e-05 9.939377341572815e-02
-4.665057360797540e+00 0.000000000000000e+00 2.335733702286545e-05 9.938725626230578e-02
-4.654308380703533e+00 0.000000000000000e+00 2.421809695075200e-05 9.938080450631347e-02
-4.643559400609533e+00 0.000000000000000e+00 2.511048388184825e-05 9.937441756845306e-02
-4.632810420515529e+00 0.000000000000000e+00 2.603565740941806e-05 9.936809479695559e-02
-4.622061440421522e+00 0.000000000000000e+00 2.699481957763477e-05 9.936183556468529e-02
-4.611312460327522e+00 0.000000000000000e+00 2.798921643472733e-05 9.935563929861253e-02
-4.600563480233518e+00 0.000000000000000e+00 2.902013964202804e-05 9.934950543033254e-02
-4.589814500139518e+00 0.000000000000000e+00 3.008892814199407e-05 9.934343331826531e-02
-4.579065520045511e+00 0.000000000000000e+00 3.119696988621881e-05 9.933742236001165e-02
-4.568316539951507e+00 0.000000000000000e+00 3.234570362871994e-05 9.933147201470650e-02
-4.557567559857507e+00 0.000000000000000e+00 3.353662078304745e-05 9.932558171517207e-02
-4.546818579763499e+00 0.000000000000000e+00 3.477126734779771e-05 9.931975083951253e-02
-4.536069599669496e+00 0.000000000000000e+00 3.605124590150823e-05 9.931397881028815e-02
-4.525320619575496e+00 0.000000000000000e+00 3.737821767278490e-05 9.930826511737421e-02
-4.514571639481488e+00 0.000000000000000e+00 3.875390468400427e-05 9.930260918100152e-02
-4.503822659387485e+00 0.000000000000000e+00 4.018009197361026e-05 9.929701041081178e-02
-4.493073679293484e+00 0.000000000000000e+00 4.165862989987824e-05 9.929146826372168e-02
-4.482324699199481e+00 0.000000000000000e+00 4.319143652975889e-05 9.928598223732324e-02
-4.471575719105473e+00 0.000000000000000e+00 4.478050011379698e-05 9.928055175481605e-02
-4.460826739011473e+00 0.000000000000000e+00 4.642788165095992e-05 9.927517625270212e-02
-4.450077758917470e+00 0.000000000000000e+00 4.813571754886034e-05 9.926985521948349e-02
-4.439328778823462e+00 0.000000000000000e+00 4.990622238050392e-05 9.926458816014792e-02
-4.428579798729462e+00 0.000000000000000e+00 5.174169174150813e-05 9.925937450459828e-02
-4.417830818635458e+00 0.000000000000000e+00 5.364450521037046e-05 9.925421371427565e-02
-4.407081838541451e+00 0.000000000000000e+00 5.561712942002109e-05 9.924910530534264e-02
-4.396332858447451e+00 0.000000000000000e+00 5.766212123930304e-05 9.924404879084728e-02
-4.385583878353447e+00 0.000000000000000e+00 5.978213107142938e-05 9.923904361036011e-02
-4.374834898259444e+00 0.000000000000000e+00 6.197990627073964e-05 9.923408924568586e-02
-4.364085918165440e+00 0.000000000000000e+00 6.425829468896178e-05 9.922918525004583e-02
-4.353336938071436e+00 0.000000000000000e+00 6.662024834712728e-05 9.922433112045670e-02
-4.342587957977436e+00 0.000000000000000e+00 6.906882724252300e-05 9.921952632392324e-02
-4.331838977883429e+00 0.000000000000000e+00 7.160720329400738e-05 9.921477037264813e-02
-4.321089997789425e+00 0.000000000000000e+00 7.423866443447908e-05 9.921006283276525e-02
-4.310341017695425e+00 0.000000000000000e+00 7.696661884979241e-05 9.920540319551220e-02
-4.299592037601418e+00 0.000000000000000e+00 7.979459937225105e-05 9.920079095494672e-02
-4.288843057507417e+00 0.000000000000000e+00 8.272626803645641e-05 9.919622565473958e-02
-4.278094077413414e+00 0.000000000000000e+00 8.576542080172786e-05 9.919170686577049e-02
-4.267345097319406e+00 0.000000000000000e+00 8.891599244570653e-05 9.918723408147836e-02
-4.256596117225406e+00 0.000000000000000e+00 9.218206163489950e-05 9.918280681994439e-02
-4.245847137131403e+00 0.000000000000000e+00 9.556785618509805e-05 9.917842465268610e-02
-4.235098157037395e+00 0.000000000000000e+00 9.907775851094803e-05 9.917408715518540e-02
-4.224349176943395e+00 0.000000000000000e+00 1.027163112751802e-04 9.916979382716477e-02
-4.213600196849391e+00 0.000000000000000e+00 1.064882232407936e-04 9.916554420676102e-02
-4.202851216755388e+00 0.000000000000000e+00 1.103983753444133e-04 9.916133789624362e-02
-4.192102236661384e+00 0.000000000000000e+00 1.144518269854975e-04 9.915717446300848e-02
-4.181353256567380e+00 0.000000000000000e+00 1.186538225468887e-04 9.915305342387594e-02
-4.170604276473380e+00 0.000000000000000e+00 1.230097981507961e-04 9.914897434019733e-02
